C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_287.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_287.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_287.jpg,0,0,0,6.951928E-06
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_362.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_362.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_362.jpg,0,0,0,8.314782E-06
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_435.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_435.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_435.jpg,0,0,0,1.323875E-05
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_508.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_508.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_508.jpg,0,0,0,3.713613E-06
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_582.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_582.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_582.jpg,0,0,0,1.682843E-05
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_654.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_654.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_654.jpg,0,0,0,1.117418E-05
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_727.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_727.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_727.jpg,0,0,0,1.785916E-05
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_801.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_801.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_801.jpg,0,0,0,1.084549E-05
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_874.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_874.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_874.jpg,0,0,0,4.032785E-06
C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\center_2022_11_13_16_08_47_950.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\left_2022_11_13_16_08_47_950.jpg,C:\Users\Harsh\OneDrive\Desktop\simulationdata\IMG\right_2022_11_13_16_08_47_950.jpg,0,0,0,1.483734E-05
